,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
2016-03-01,-3.57,-3.73,-8.26,4.41,-8.65,0.68,-8.38,-4.26,3.61,-9.29,-10.9,-7.27,-10.41,-4.43,-10.3,0.51,-12.26,-10.4,-8.62,-10.15,0.39,-7.93,-14.5,-2.93,-8.39,-14.7,3.37,-11.59,-7.18,-7.0
2016-04-01,2.3,2.36,-6.02,-4.06,-1.19,1.85,-5.72,8.03,-5.04,-1.28,-8.4,-11.39,-7.03,-7.12,-5.46,-7.72,0.64,-4.06,-8.01,-2.98,1.79,-0.86,-3.51,-10.4,-8.79,-10.12,3.97,0.51,-5.34,-4.09
2016-05-01,-1.39,-4.16,5.99,3.16,11.69,6.46,7.63,6.18,1.46,5.99,2.33,14.87,6.08,5.28,4.32,13.73,-2.82,9.8,3.11,-1.01,0.65,-1.55,8.92,-3.09,3.62,9.99,0.78,2.23,-0.68,2.55
2016-06-01,20.17,8.28,3.46,2.23,1.51,2.8,2.56,5.81,-0.11,-2.86,6.18,-3.32,8.4,4.66,-8.28,3.35,-3.52,5.53,3.21,9.77,7.37,0.22,-7.77,-1.09,-4.45,14.73,4.38,9.06,3.0,3.61
2016-07-01,2.76,10.01,4.49,-1.12,9.24,0.76,1.33,-11.52,4.6,2.59,3.52,0.43,-0.52,1.73,5.74,6.06,1.72,5.82,2.82,1.19,3.32,-1.35,5.21,-6.68,-4.19,-10.82,2.32,11.47,2.31,4.92
2016-08-01,9.57,0.24,-9.12,-8.91,-0.93,-4.37,-6.58,0.63,-1.19,-12.73,-10.28,-9.22,-0.9,-2.25,12.2,-6.23,-7.29,-0.42,-10.24,-4.78,-5.62,-10.08,-5.87,-5.63,3.49,-4.23,-11.47,-6.71,-12.31,-9.14
2016-09-01,-5.38,-6.99,-7.03,-19.87,-3.33,-5.92,-5.84,-4.33,-6.42,3.22,-13.22,-2.14,-14.71,-16.66,-5.27,-15.71,-7.27,-4.91,-4.91,-8.32,-7.58,-5.08,-16.44,-12.34,-4.59,-7.83,-11.98,-10.12,-4.94,-11.22
2016-10-01,-1.03,-11.24,1.83,5.07,5.13,1.62,4.78,5.0,5.39,7.09,9.16,0.77,-6.01,4.6,6.74,11.46,7.36,9.12,5.71,2.6,-3.11,2.15,-1.21,2.63,1.52,4.29,1.57,6.79,-7.12,2.42
2016-11-01,6.89,13.57,2.17,6.54,1.17,0.03,1.08,-0.6,-3.74,-3.27,-6.37,2.54,-0.29,-2.71,-4.86,2.93,2.58,-4.51,-8.53,2.69,-5.2,1.04,9.52,8.69,3.72,3.82,10.15,-13.24,-2.48,1.84
2016-12-01,1.74,11.49,4.04,5.1,0.29,0.4,1.87,4.3,0.27,8.13,7.14,11.44,-3.04,-2.57,3.54,21.35,9.26,0.42,6.83,5.9,-1.43,6.17,3.76,2.51,2.82,10.13,0.48,-5.37,4.62,-2.43
2017-01-01,3.12,11.77,7.91,10.45,4.96,11.07,2.83,5.85,2.53,8.88,5.16,16.9,1.62,11.5,8.74,2.96,7.22,4.33,7.79,3.94,1.88,2.64,-4.51,8.93,-3.88,2.32,8.44,9.42,-0.89,4.76
2017-02-01,5.17,1.9,8.01,-0.89,-8.75,4.24,0.46,-6.83,1.13,8.78,-3.65,17.93,-2.7,2.76,-6.16,1.74,1.49,-4.18,19.22,0.63,0.34,4.1,14.53,8.3,-5.74,2.96,-6.56,7.01,-3.22,-0.21
2017-03-01,5.25,6.48,4.76,12.85,5.54,5.12,1.07,12.42,1.45,13.62,15.25,9.18,11.25,-6.38,3.78,10.53,9.2,-1.34,4.27,-3.27,6.02,-1.09,13.95,11.15,0.92,7.27,4.59,6.5,1.4,7.25
2017-04-01,-7.47,-11.66,2.45,2.29,2.63,-0.58,8.5,2.88,2.94,3.01,7.48,6.7,5.38,5.94,-9.74,-9.91,2.18,1.17,6.45,2.67,4.47,-1.22,3.35,-5.7,4.16,-10.1,4.59,-5.21,1.23,5.46
2017-05-01,5.59,-9.49,1.81,-1.61,-6.49,2.77,5.67,5.4,5.57,2.7,3.2,-2.65,1.41,-0.61,-1.71,3.23,3.46,14.89,-3.24,3.47,-1.34,1.95,3.03,8.25,0.22,1.84,2.4,-3.39,1.85,3.02
2017-06-01,-1.24,3.31,-3.09,-3.23,-8.31,1.33,-3.83,2.17,2.89,-2.06,-7.26,-2.36,0.71,-3.93,-6.01,2.61,0.2,-2.08,-12.01,0.12,-4.01,-0.57,-1.34,-12.69,-1.09,1.7,1.21,-1.26,-8.46,2.01
2017-07-01,3.36,-8.18,-2.52,1.88,4.05,-0.98,3.32,-8.21,-3.44,-11.45,-3.72,10.67,13.28,1.46,-3.88,-0.93,2.64,-5.38,-2.66,5.47,-2.87,-1.29,0.99,2.09,-3.43,0.88,3.75,11.14,0.04,0.56
2017-08-01,12.1,-2.35,-2.69,4.11,6.48,2.83,2.11,-5.09,1.75,8.97,-3.18,1.05,0.26,-0.07,3.91,4.54,4.28,-1.99,-6.89,3.31,0.53,6.5,15.35,13.57,-3.95,5.45,6.93,6.53,1.16,6.48
2017-09-01,5.56,4.32,-0.19,9.39,0.85,4.65,5.95,5.24,4.46,8.24,5.18,-3.6,8.74,3.21,-3.44,-3.15,6.65,3.26,-6.26,3.87,8.91,2.74,5.99,10.59,8.79,10.7,-7.35,14.77,7.4,13.19
2017-10-01,-5.09,-12.88,-0.4,-1.55,3.63,3.91,-0.52,-1.46,1.33,-1.52,-2.31,6.36,7.54,3.62,-1.82,-14.09,-1.16,-2.82,-1.24,-2.18,-0.14,-2.73,-8.65,6.69,-6.29,-0.42,4.32,4.5,1.93,0.55
2017-11-01,8.64,12.64,6.29,-3.12,-0.85,4.74,1.89,11.12,3.12,3.24,9.7,3.24,5.07,8.36,-5.93,0.76,7.62,3.04,13.34,-1.2,-2.3,4.85,10.78,2.17,5.31,7.8,0.51,0.28,4.5,6.93
2017-12-01,-6.87,-1.04,-0.75,2.2,0.59,-1.38,4.27,-2.42,-1.08,-8.94,-3.34,3.59,2.47,2.42,3.61,13.88,-3.2,-5.85,-5.97,-1.74,-2.97,0.56,8.44,9.06,3.06,13.77,-1.31,-8.49,3.39,-5.39
2018-01-01,-3.61,4.63,0.64,0.4,-4.89,0.81,4.16,0.87,-2.4,-6.48,-2.96,3.58,3.26,-2.38,-14.04,3.44,-3.15,3.68,-3.4,-2.02,1.58,6.79,6.11,1.49,2.73,-10.59,-4.23,-12.46,6.28,5.68
2018-02-01,8.05,4.4,-0.2,5.69,10.82,3.52,3.48,-4.18,9.68,3.26,-2.07,-0.02,-2.3,6.02,6.8,0.27,8.88,3.98,12.68,4.0,15.51,2.48,1.29,-1.43,2.76,-6.82,7.4,-4.63,5.93,1.52
2018-03-01,-10.2,0.12,0.4,-14.18,-2.45,-6.04,-10.17,-9.89,-4.41,-7.7,0.83,-6.53,-13.11,-11.86,-14.04,0.28,-15.54,-9.68,-12.97,-4.6,-2.19,-1.83,-6.82,-7.42,-1.5,-13.78,-17.26,-5.81,-11.7,-8.49
2018-04-01,-3.77,-0.59,-1.46,-1.89,0.18,-3.43,-3.96,-6.64,-5.14,12.57,-4.94,-2.49,-8.22,-2.05,-0.15,2.16,-3.93,1.67,1.97,-2.94,-4.1,-0.78,-11.77,-8.28,-4.06,-14.97,-0.89,-9.91,-6.56,-5.5
2018-05-01,-5.16,-5.44,-6.62,-6.83,-3.19,-5.01,-1.73,-14.71,-5.97,-6.05,-4.88,-16.2,-7.8,-7.72,0.98,-1.23,-11.04,-4.86,-1.36,-8.47,-4.72,-3.68,-9.57,10.85,-6.91,-1.64,-9.48,-2.84,-3.18,-7.57
2018-06-01,-9.79,-11.81,-15.69,-6.93,-4.87,-12.66,-3.4,-11.61,-9.75,3.73,-12.29,-12.25,-15.92,-19.05,-11.51,-3.59,-8.57,-7.27,-11.26,-14.1,-6.26,-6.04,0.38,-8.27,-13.21,-8.06,-11.72,-7.47,-10.07,-13.85
2018-07-01,-11.75,1.21,3.73,-1.63,4.02,3.03,-0.68,-5.34,-1.07,6.18,0.17,2.88,-4.04,-3.31,-2.91,-1.32,3.3,-9.89,-1.9,-1.49,-6.01,0.68,-6.81,-3.66,9.66,4.97,1.05,0.27,-2.54,4.36
2018-08-01,10.21,-2.31,-0.01,8.65,1.75,-2.05,6.24,2.78,6.25,6.01,2.86,9.92,2.02,4.32,1.48,10.69,3.8,8.85,16.49,2.44,-5.69,6.3,4.41,-0.82,0.19,1.23,11.8,6.01,9.12,6.8
2018-09-01,-1.63,-2.5,2.48,3.84,5.44,-0.45,0.8,2.98,-1.5,-6.33,-3.88,-1.56,4.44,4.98,-9.19,-3.7,-1.56,3.61,-2.99,-0.94,-4.57,1.49,-0.78,-3.79,-1.61,7.21,-4.52,-4.35,3.93,0.39
2018-10-01,6.76,4.63,2.63,1.51,5.3,5.59,5.83,-3.8,6.71,-0.33,-0.93,1.56,7.57,4.96,0.56,7.12,2.99,-0.4,-1.34,3.78,2.02,-1.65,8.68,-0.82,11.31,-7.17,1.9,-1.26,-0.82,1.05
2018-11-01,17.86,5.17,4.35,0.17,-5.86,1.82,4.42,4.3,-2.49,3.92,12.44,18.38,-4.86,4.86,1.03,5.28,1.28,11.04,8.12,5.84,11.47,4.72,11.28,1.23,-3.28,1.26,17.8,10.19,7.57,3.96
2018-12-01,13.64,-5.19,2.44,7.05,12.28,10.77,6.07,3.01,0.83,5.63,9.72,14.13,13.02,8.74,11.62,0.48,10.24,3.09,11.92,8.45,7.09,7.56,0.06,0.37,4.22,-3.17,6.58,5.96,12.05,8.58
2019-01-01,7.73,3.16,-0.88,2.09,4.44,5.08,0.8,-7.08,-5.42,-0.95,-9.85,13.19,4.99,-1.42,-6.47,7.56,-3.87,-2.92,-3.18,1.71,3.41,3.99,8.31,0.9,6.89,-3.49,-7.33,-2.4,-1.59,-0.71
2019-02-01,2.12,1.46,11.62,17.1,-5.52,-0.15,5.12,10.14,6.16,1.01,12.47,15.38,7.56,6.38,9.84,3.6,6.91,3.14,14.81,8.15,10.58,9.02,13.28,3.73,12.21,9.15,21.14,9.75,10.22,9.16
2019-03-01,1.47,-0.51,3.42,4.69,6.72,2.4,0.48,-0.02,-3.3,11.16,-0.52,8.55,3.78,3.37,0.95,-3.81,-2.44,8.37,2.93,5.62,6.73,0.45,5.3,1.81,-5.64,0.22,5.04,-0.69,0.74,1.49
2019-04-01,10.81,-14.61,-0.77,-3.99,-3.25,-1.79,-0.13,1.56,-1.79,5.03,2.73,2.46,-5.25,-1.43,0.41,-6.78,-9.62,-9.07,-2.56,-0.95,-5.99,1.1,-2.15,5.63,0.17,-8.92,-0.32,1.05,-4.54,-7.0
2019-05-01,-0.55,-7.83,3.11,-3.27,8.55,-7.59,-0.72,5.92,-4.66,-1.56,-3.73,-6.2,0.57,-7.25,-2.44,2.64,-2.43,-4.35,4.49,1.46,-4.52,-4.04,-7.76,1.93,0.48,3.88,-2.84,-6.3,1.34,-3.07
2019-06-01,-4.23,-14.28,-8.69,-2.17,-4.49,0.47,-12.47,-7.17,-5.83,6.89,-12.31,-2.02,1.55,-10.23,-8.62,-2.47,-12.35,-4.73,0.96,-2.95,-4.99,-3.37,-3.34,-0.35,-7.77,5.31,0.51,-2.04,-8.65,-8.89
2019-07-01,-4.61,-0.84,-10.42,-1.02,6.03,1.03,-4.59,-6.05,-1.59,-2.41,-1.42,0.75,4.36,-8.34,-1.7,-3.99,-3.34,2.16,2.5,2.36,-0.57,-1.99,-5.07,-12.54,5.82,-4.35,-0.35,0.85,-7.03,-5.66
2019-08-01,9.58,2.29,-2.64,-0.7,5.78,3.51,-4.7,7.83,3.1,-0.8,-6.1,6.67,3.0,-6.49,-2.07,20.37,-0.26,-2.65,-6.24,5.79,3.04,3.59,1.41,7.02,-5.42,0.76,1.3,7.18,0.59,-2.12
2019-09-01,5.88,-8.96,-3.51,10.11,0.28,2.1,7.75,11.11,6.49,14.87,8.37,8.01,6.69,1.18,11.66,-12.48,2.71,3.68,1.58,3.58,11.18,6.63,2.53,1.71,-3.76,8.61,4.66,-5.09,5.61,6.9
2019-10-01,15.84,5.31,9.51,20.38,3.38,7.63,7.56,11.17,3.18,3.65,5.51,6.99,16.79,9.41,14.67,16.13,9.64,10.13,14.55,9.28,11.06,11.5,8.48,2.59,1.15,13.92,15.95,7.0,2.96,8.01
2019-11-01,-1.51,-3.13,-5.05,-8.28,4.03,-0.93,-2.83,-3.29,-2.89,-0.32,-10.62,-3.47,0.39,-2.02,-2.87,-9.4,-8.9,-4.37,-4.91,-4.6,-7.98,-6.2,-19.98,-22.62,-4.85,10.71,3.32,-10.41,-4.99,-9.77
2019-12-01,-4.64,-6.57,2.91,3.35,2.76,4.33,2.23,2.9,-1.18,-5.51,-3.32,8.08,1.42,-3.67,2.82,-5.91,10.68,0.14,7.97,6.78,-0.25,2.67,7.99,3.44,4.61,-5.97,6.41,0.83,4.38,6.34
2020-01-01,0.86,0.85,-1.29,-1.05,6.83,-1.43,-2.63,1.79,-5.11,-9.78,-2.04,-5.46,-10.11,-2.63,5.6,-12.7,0.89,-11.68,-6.48,3.13,-3.82,-1.99,0.53,-13.06,-2.37,-2.45,5.38,-10.12,-5.01,-6.43
2020-02-01,-2.53,10.71,4.39,2.19,-0.87,0.29,2.17,-3.13,2.21,0.5,0.62,5.23,5.24,2.16,2.69,16.57,13.12,-1.5,-1.0,0.25,7.12,1.74,6.47,14.74,2.67,7.38,6.67,0.68,7.05,1.31
2020-03-01,9.37,-3.53,-0.98,-3.59,-3.66,-0.66,-6.72,-0.42,-1.29,5.39,2.74,-3.83,-1.61,-0.16,10.51,-4.7,-2.42,-3.53,-7.76,2.06,1.7,4.02,7.91,14.6,0.07,-1.1,-5.15,4.61,1.06,2.92
2020-04-01,-14.15,-1.29,-7.39,-7.96,-4.81,0.94,-0.24,-11.19,-4.09,-21.19,-5.67,-20.87,-9.49,-14.73,-9.33,1.02,-15.72,-5.35,-11.59,-1.04,-4.34,-7.79,-12.26,2.79,-1.39,-11.72,-8.87,-8.61,-9.4,-12.74
2020-05-01,1.85,13.87,5.17,6.76,2.95,10.94,5.73,10.11,2.91,2.45,6.78,1.52,4.58,10.75,0.59,3.85,9.06,0.7,13.43,5.79,4.67,-0.86,5.31,7.11,14.91,8.2,11.89,-0.43,5.49,9.92
2020-06-01,-6.75,6.57,1.45,-0.36,-1.42,-3.69,4.4,1.99,-0.23,-3.07,-1.73,-0.61,1.45,0.93,-6.97,-10.33,-1.15,-7.32,-3.58,-2.55,0.8,4.24,-14.22,11.96,-2.62,1.01,-8.12,3.92,-1.52,-1.61
2020-07-01,-12.95,0.22,2.3,-2.18,5.96,3.78,-2.89,6.96,-1.0,-0.15,-1.04,-0.86,-16.42,-2.38,-10.49,10.06,5.85,3.13,-2.68,-3.85,-2.94,4.37,-5.72,-14.72,5.25,8.66,6.99,4.48,2.54,-0.91
2020-08-01,-16.36,-1.58,-1.54,-4.8,-1.34,-4.7,-6.43,6.1,3.36,-2.08,-3.2,-10.78,0.87,2.31,-14.27,0.87,-1.39,0.32,5.43,3.63,-3.61,-0.6,-4.01,-6.86,-1.28,1.33,-2.66,-8.37,-5.42,-5.12
2020-09-01,-6.7,1.65,-0.12,2.42,-4.05,-2.4,3.48,-2.08,-1.57,-1.83,3.13,5.83,5.52,-2.24,-7.81,11.65,2.03,-2.37,6.48,-2.84,3.82,2.8,-7.93,1.9,3.32,15.34,-5.14,6.01,-1.84,-5.48
2020-10-01,2.94,2.33,-0.34,5.7,6.22,2.95,1.74,2.14,2.93,3.73,9.1,5.76,-4.82,1.86,4.52,9.68,9.25,9.51,4.91,5.88,-1.86,3.69,-2.28,2.55,20.82,4.62,-0.2,5.78,1.78,0.74
2020-11-01,13.84,8.45,2.11,-0.89,-0.77,6.0,1.64,-14.54,9.11,1.67,2.04,7.81,3.68,3.48,-2.5,-7.54,1.73,6.4,-3.16,-1.49,5.03,-0.59,-1.79,-1.77,-0.09,-9.73,-1.8,1.84,1.11,4.19
2020-12-01,14.67,13.14,7.27,3.13,-1.57,1.95,4.85,6.49,4.79,1.45,7.03,11.8,8.44,3.42,-2.64,-3.55,-0.02,3.25,6.66,-1.5,1.07,2.89,-1.76,5.04,0.34,-2.33,3.69,5.22,0.23,2.45
2021-01-01,6.29,-3.46,-3.17,-2.72,-0.54,-2.58,2.06,10.73,-2.35,0.61,13.52,6.3,1.1,3.11,5.94,13.21,0.81,-0.66,-4.38,3.49,-1.95,1.2,-1.61,8.9,-0.74,4.97,-4.09,3.98,-0.74,2.05
2021-02-01,21.7,11.59,8.35,23.37,-1.64,8.23,2.63,5.08,1.86,6.66,9.19,6.78,14.08,7.2,10.06,10.38,1.24,2.12,9.48,9.23,11.8,4.97,8.08,1.46,7.81,4.14,7.18,7.43,9.59,6.37
2021-03-01,-4.78,3.37,-12.65,-2.69,-5.05,4.47,-1.4,-2.82,-0.53,-3.35,-2.32,0.38,-2.32,-2.22,-7.17,-7.5,0.01,1.52,-8.64,2.62,2.81,2.54,1.84,3.49,12.91,-2.16,-5.01,-8.33,5.26,5.31
2021-04-01,-11.13,-8.24,-7.65,-1.21,-7.26,-9.11,1.72,-2.9,-3.54,-4.49,-4.63,-16.57,-9.83,-6.85,-21.24,-5.36,-7.38,-4.12,-9.83,-7.79,-10.8,-3.28,-8.99,-12.84,-4.03,-6.39,-7.99,-17.16,-3.76,-9.53
2021-05-01,7.13,-1.87,5.9,13.01,5.03,7.52,7.36,7.24,-0.79,2.53,6.44,15.6,3.37,9.05,8.12,11.82,6.0,7.61,-2.34,0.98,-2.19,6.68,12.9,10.74,0.82,1.48,6.62,14.42,12.0,9.29
2021-06-01,2.14,10.03,-1.15,-1.7,-0.08,-3.03,-0.51,-5.49,3.43,3.35,6.33,-11.07,11.67,-6.8,-8.37,-3.99,5.6,1.24,-1.57,-2.3,-4.64,2.98,5.12,7.7,2.18,-17.1,-5.9,2.4,-1.49,-1.79
2021-07-01,0.09,11.14,9.64,10.45,-0.55,4.34,2.32,4.85,-3.31,-4.64,6.25,23.53,-4.19,3.21,8.29,15.95,7.72,7.25,6.01,4.71,6.28,3.17,13.52,-3.65,10.43,5.52,6.41,-1.85,3.68,10.77
2021-08-01,2.18,4.23,0.16,3.96,-5.13,2.36,4.42,4.25,-0.53,0.32,6.17,2.29,1.68,11.61,-3.14,9.26,-1.85,4.97,8.08,1.62,-1.21,-2.55,0.41,5.8,-4.1,3.13,-3.37,2.14,-0.45,3.23
2021-09-01,-2.09,-7.95,-1.73,-2.92,-5.55,4.55,-0.2,-10.02,-1.71,6.12,-2.81,10.87,-4.0,2.84,7.52,3.6,-5.33,-2.79,7.92,-1.49,4.4,-0.33,2.12,-7.43,-3.15,-5.04,2.17,1.39,2.16,-0.58
2021-10-01,-2.48,3.43,-0.65,8.59,0.92,0.81,4.55,2.19,-3.42,-3.99,8.41,4.07,-6.84,5.1,-0.71,-3.6,-1.98,6.23,-7.92,0.43,3.34,6.34,7.72,-2.34,11.49,-6.3,4.81,5.82,0.23,5.44
2021-11-01,7.74,11.57,4.7,14.51,1.66,9.65,10.15,14.78,11.3,6.31,16.16,17.57,13.13,3.97,4.49,15.95,5.31,10.35,16.88,7.56,2.38,6.14,27.36,4.08,3.34,2.03,17.53,9.69,8.93,15.57
2021-12-01,15.14,0.07,7.93,18.81,3.91,0.64,5.24,3.72,5.49,-4.54,8.02,6.84,8.08,20.91,9.89,6.21,13.75,6.29,15.78,11.31,10.3,15.01,20.63,3.32,10.82,3.82,14.49,4.25,8.01,12.91
2022-01-01,8.19,5.02,5.61,3.92,1.93,-0.45,4.4,6.49,1.18,0.69,9.34,1.85,2.48,3.96,0.97,-4.09,3.42,1.34,13.02,4.45,-0.29,3.27,4.42,9.08,-1.91,2.53,1.63,2.17,-1.16,3.68
2022-02-01,5.02,11.01,2.53,1.02,5.04,-1.24,5.66,7.12,6.37,3.85,0.12,3.21,4.7,0.26,10.95,5.32,-1.77,9.17,3.21,-1.19,-0.75,5.49,14.74,7.7,9.53,9.46,5.24,4.06,3.84,4.63
2022-03-01,2.16,9.45,13.57,7.15,0.95,5.28,4.32,-1.08,9.89,1.78,7.64,3.43,14.11,11.5,5.05,-3.41,5.09,6.62,8.9,6.53,6.58,6.64,8.35,8.17,-1.02,21.48,5.88,7.83,8.44,5.63
2022-04-01,-2.32,-1.21,-6.66,-1.03,-8.15,5.19,0.23,1.11,-8.81,-6.02,3.25,24.64,5.17,0.72,0.54,-7.02,1.72,-5.46,-10.18,-6.01,1.53,-1.72,-2.53,-2.36,-8.88,-6.42,-5.53,-10.09,-4.45,-5.94
2022-05-01,6.83,6.9,-1.83,2.51,10.45,-1.48,4.37,3.01,6.51,3.9,1.35,3.87,3.67,3.2,-5.85,10.17,7.76,-1.87,1.83,2.32,-1.19,-2.45,-0.26,0.45,-6.47,3.45,9.03,7.64,2.56,-2.44
2022-06-01,5.98,2.14,3.32,10.18,-3.04,-8.85,-1.91,3.5,1.1,-6.02,-5.3,-0.9,-5.88,3.54,-1.6,-3.11,-2.08,2.26,1.84,2.17,2.04,0.93,-4.79,-3.19,-1.48,14.19,-4.84,-0.84,1.52,0.51
2022-07-01,9.83,-0.27,2.44,7.24,10.2,6.71,2.51,2.18,2.63,2.97,-0.71,9.56,4.34,3.28,-5.63,2.41,-5.47,-0.1,0.17,3.88,9.35,3.67,13.26,6.21,8.92,14.14,-0.15,-1.21,5.01,3.11
2022-08-01,-0.94,-2.97,-5.28,4.19,-5.47,1.54,-0.57,-9.67,-5.47,-5.22,-0.54,-5.4,-2.46,-9.34,12.6,-0.98,-0.42,-3.22,-6.81,4.23,-8.55,-0.83,-10.9,-4.57,-5.9,-8.39,-2.33,-16.24,-3.78,-2.83
2022-09-01,-14.37,7.89,-9.38,-8.22,-4.04,-2.88,-1.49,7.21,-2.97,2.74,0.6,-5.43,4.15,-4.73,-5.72,-1.44,-14.39,-2.09,-16.33,-10.28,-4.2,-6.84,-7.79,-4.49,-3.71,-10.72,-2.05,-6.66,-5.08,-9.97
2022-10-01,-9.32,3.52,-5.54,-13.42,-4.47,-7.14,-9.85,-13.53,-8.25,-1.38,-13.84,-10.34,-8.73,-6.57,-13.17,-8.93,-12.41,-9.11,-6.79,-7.56,-6.63,-2.36,-2.14,-16.85,-2.68,-5.31,-11.03,-6.78,-14.4,-4.19
2022-11-01,-0.46,-8.27,-6.78,-11.9,-2.05,-3.16,-7.67,0.74,0.98,-2.36,-6.22,-1.61,-3.32,-9.52,-8.67,-4.24,-2.91,-1.86,-3.3,-7.96,-0.65,-2.46,11.58,-5.63,-1.14,14.97,-3.01,-4.26,-7.33,0.74
2022-12-01,-7.74,3.02,-2.74,-1.55,-6.53,4.68,-1.41,-6.46,3.71,-3.17,0.48,4.7,2.54,-10.09,3.61,-0.98,-2.28,-0.45,-10.36,0.31,-5.11,-1.03,0.2,5.56,-5.62,8.63,3.95,-2.99,-4.48,-5.13
2023-01-01,1.95,-5.07,5.07,-2.73,-3.77,1.24,-1.95,0.14,3.45,0.97,0.41,1.37,-9.73,1.41,0.87,6.0,2.67,-0.34,6.19,-0.54,1.2,-0.56,3.18,-2.21,9.85,12.88,4.45,8.34,-5.04,-4.25
2023-02-01,8.87,6.74,11.41,5.82,9.22,13.08,14.26,13.93,10.22,2.08,12.73,26.23,8.13,11.35,18.34,14.54,7.05,5.8,9.66,10.04,13.17,5.5,20.92,9.65,22.09,10.41,11.17,13.99,9.78,5.64
2023-03-01,5.42,2.28,1.14,7.9,-7.51,2.51,7.26,5.93,4.35,4.0,4.04,7.73,6.93,4.55,8.59,6.09,6.04,14.0,7.12,5.41,4.48,2.35,13.22,1.68,1.62,1.79,2.67,-2.47,5.29,9.73
2023-04-01,-1.7,9.96,-0.42,-1.32,8.81,-1.46,-2.6,-2.51,2.62,-1.72,-6.95,0.26,-7.42,-2.02,-0.79,-3.07,-0.75,-7.32,-2.71,-3.91,7.66,-1.56,-7.73,-10.77,5.35,-4.8,-6.95,-1.34,-1.33,-1.24
2023-05-01,3.43,3.26,4.55,5.35,3.53,5.71,3.27,-1.43,2.08,6.62,-4.92,-8.36,8.76,9.84,-5.42,2.76,1.32,1.26,5.5,-1.03,-0.96,1.57,3.21,-3.97,7.03,-0.3,1.51,4.72,2.63,5.87
2023-06-01,-6.09,-10.23,-1.78,-0.17,-5.57,-4.61,0.27,-4.03,-5.9,5.59,-3.75,7.04,0.1,0.34,-2.17,-17.49,-5.61,-0.36,1.6,-5.81,-0.31,-2.99,1.02,-0.6,3.99,6.36,1.88,4.15,-1.8,8.23
2023-07-01,-7.29,-3.51,3.88,3.55,2.97,2.79,-6.31,7.89,-0.84,7.6,-9.63,1.76,-2.92,2.2,1.96,2.59,-4.67,0.26,-0.93,2.02,3.83,0.64,-7.95,0.64,15.69,10.53,-13.96,0.48,2.91,-0.4
2023-08-01,-0.33,-0.31,4.99,-2.04,7.01,1.36,-0.59,7.42,-3.71,-1.52,-0.14,16.9,-1.58,-6.06,-1.68,4.59,5.79,10.8,11.1,3.02,-0.86,5.92,0.78,-1.91,-0.84,-6.26,0.47,1.18,4.58,1.3
2023-09-01,-3.29,-8.94,5.93,5.75,-0.84,0.96,5.53,10.38,0.93,3.55,9.47,-0.18,4.35,5.14,-4.37,4.02,4.55,5.25,-1.8,4.28,8.84,8.49,14.05,-3.16,5.98,0.3,6.27,0.4,-1.11,3.58
2023-10-01,4.54,2.32,1.53,0.9,2.5,2.15,-0.86,0.33,6.0,0.97,-0.21,0.43,-1.08,-2.22,0.96,-3.26,-0.88,-2.79,0.47,2.07,-0.59,-5.01,3.73,0.49,-6.23,4.74,-6.68,5.47,-0.52,-7.08
2023-11-01,7.83,1.07,5.18,4.77,1.83,1.94,0.46,11.5,4.78,0.09,2.19,12.56,-1.4,8.5,2.71,0.83,1.68,1.89,7.77,6.88,3.04,4.45,14.26,-4.18,4.85,-1.01,2.13,8.08,4.82,3.1
2023-12-01,4.46,4.77,-12.47,-11.05,2.32,-2.53,1.12,-0.14,-2.68,-8.25,-2.62,-13.14,4.53,-3.55,-9.94,2.87,5.81,-2.83,-1.43,-4.57,-2.78,-6.37,-5.0,-3.22,7.66,-14.74,-5.42,2.87,-5.06,-4.61
2024-01-01,-3.5,-5.69,-5.8,-0.8,-3.79,1.54,-0.93,-1.09,-0.5,0.9,-0.94,-5.44,2.26,5.95,2.16,-2.9,0.89,-6.77,0.95,0.38,-1.73,-0.69,-0.59,6.98,7.6,-4.86,-0.7,-1.08,3.95,2.05
2024-02-01,14.59,12.18,13.35,22.68,4.53,4.25,12.47,17.17,10.68,14.56,13.17,10.71,17.1,13.61,19.75,11.16,10.14,8.43,13.1,13.73,18.57,8.76,21.4,11.88,10.64,9.8,10.89,15.92,13.19,11.65
2024-03-01,9.03,2.48,1.98,9.01,-7.6,6.03,-0.24,3.11,-0.07,-3.56,8.91,15.19,1.37,4.28,2.77,13.02,-6.89,3.42,-1.31,-4.96,1.15,6.61,-0.84,6.69,9.03,1.82,3.47,-6.56,0.14,5.46
2024-04-01,8.85,7.75,10.04,19.63,0.87,10.01,8.39,14.97,2.79,6.57,7.71,10.37,15.36,11.71,16.57,0.99,4.72,5.45,9.56,7.1,3.92,8.93,8.48,15.31,6.31,10.62,11.74,4.07,9.56,14.59
2024-05-01,3.65,8.0,5.07,3.76,2.03,3.22,4.34,-5.02,2.41,0.37,0.18,10.74,-2.28,-3.54,7.03,-7.93,-6.7,5.14,3.19,3.53,0.33,-2.02,-5.06,-0.04,-6.34,3.38,0.0,2.96,2.28,3.21
